,artists,acousticness,instrumentalness,valence,mmpopularity,track_genre
2817,681,0.0355,0.00301,0.401,0.66,2
5167,1574,0.181,0.0,0.246,0.51,5
773,40,0.682,2.37e-06,0.691,0.55,0
3585,771,0.297,2.5e-05,0.642,0.0,3
5015,1512,0.356,0.871,0.176,0.59,5
7959,720,0.175,0.69,0.423,0.0,8
8147,2356,0.668,0.0,0.54,0.0,8
6837,2071,0.00768,2.71e-05,0.431,0.35,7
2347,786,0.0352,0.0,0.611,0.0,2
7468,2127,0.532,0.00654,0.886,0.21,7
6285,1865,1.2e-05,0.85,0.0408,0.18,6
8393,2465,0.428,0.00402,0.799,0.35,8
2694,791,0.0621,5.15e-06,0.614,0.46,2
707,215,0.472,0.000426,0.551,0.28,0
227,94,0.611,0.0,0.16,0.5700000000000001,0
76,38,0.0182,0.0,0.519,0.62,0
5808,1771,0.000226,0.0056,0.169,0.47,6
169,15,0.858,0.000846,0.376,0.38,0
5065,1550,0.00721,0.0,0.395,0.59,5
5854,1799,0.00065,0.0114,0.0441,0.23,6
8041,766,0.262,0.00679,0.651,0.0,8
5109,1562,0.487,1.2e-06,0.547,0.49,5
1003,338,0.849,0.0,0.662,0.44,1
95,42,0.872,9.68e-06,0.218,0.0,0
2697,923,0.000101,0.425,0.133,0.0,2
8158,2361,0.508,0.0194,0.776,0.0,8
244,101,0.947,0.0,0.8,0.53,0
4556,1134,0.87,0.838,0.0534,0.51,4
5315,1537,0.00209,0.0,0.377,0.53,5
670,243,0.157,5.52e-05,0.205,0.29,0
5522,1510,0.0679,0.0,0.505,0.5,5
3005,1018,0.0141,1.64e-06,0.287,0.58,3
2230,734,6.5e-05,0.0,0.684,0.0,2
6,6,0.857,2.89e-06,0.0765,0.74,0
5679,1732,0.0289,0.00899,0.922,0.52,5
5382,1585,0.307,0.913,0.234,0.54,5
5354,1464,0.0134,0.0,0.541,0.26,5
6188,1771,1.27e-05,0.000862,0.156,0.42,6
1907,659,0.284,0.0,0.814,0.17,1
5985,1814,1.41e-05,0.878,0.224,0.22,6
1203,355,0.819,0.000266,0.806,0.27,1
6488,1844,8.56e-06,0.00972,0.13,0.18,6
1810,480,0.0655,0.0642,0.333,0.18,1
8168,2367,0.385,0.0148,0.24,0.48,8
1611,496,0.00457,5.36e-06,0.944,0.18,1
1882,622,0.252,9.94e-05,0.678,0.15,1
8466,2288,0.00614,1.49e-05,0.547,0.63,8
3719,829,0.0109,0.0,0.675,0.5,3
2394,802,0.244,0.0,0.69,0.0,2
1939,666,0.375,0.0,0.874,0.18,1
4291,1285,0.984,0.902,0.356,0.59,4
6176,1831,0.000316,0.916,0.0398,0.2,6
3705,1093,0.636,7.68e-05,0.752,0.0,3
3813,1105,0.763,2.79e-06,0.113,0.01,3
1997,685,0.000901,0.0,0.66,0.0,2
4578,1378,0.023,0.913,0.038,0.41,4
7268,2078,0.249,6.58e-05,0.492,0.24,7
7174,2124,0.255,0.0118,0.894,0.23,7
7839,2297,0.582,0.0,0.662,0.0,8
4892,1463,0.743,0.525,0.0395,0.53,5
2520,676,1.87e-05,1.6e-06,0.591,0.74,2
3820,833,0.242,0.0,0.545,0.0,3
4278,1280,0.000227,0.0,0.282,0.58,4
6431,1966,3.24e-05,0.385,0.357,0.47,6
1263,344,0.414,0.0,0.973,0.24,1
2336,732,0.00832,0.0,0.371,0.0,2
6480,1785,9.92e-05,0.41,0.327,0.46,6
1378,482,0.331,0.0,0.489,0.2,1
1867,532,0.000881,0.886,0.872,0.17,1
2997,682,0.00285,0.781,0.69,0.0,3
2130,677,0.58,0.00032,0.338,0.02,2
4836,1449,0.965,0.972,0.0341,0.26,4
673,56,0.91,1.57e-06,0.192,0.25,0
7182,2169,0.943,0.904,0.524,0.23,7
7325,2208,0.633,0.0,0.61,0.23,7
4452,1179,0.41,0.509,0.111,0.38,4
5444,1518,0.365,0.858,0.306,0.5700000000000001,5
1321,457,0.0557,0.000552,0.751,0.2,1
5969,1835,9.64e-06,0.749,0.184,0.2,6
1487,384,0.0734,0.0178,0.932,0.19,1
2177,739,0.00438,4.44e-05,0.755,0.65,2
7994,2303,0.881,3.59e-05,0.949,0.0,8
7255,2061,0.617,0.0,0.299,0.23,7
3079,690,0.00998,0.0,0.588,0.0,3
6513,1795,3.08e-05,0.887,0.0722,0.18,6
6794,2054,0.82,4.25e-05,0.351,0.33,7
3959,1125,0.0412,0.381,0.349,0.62,4
709,41,0.0602,0.0,0.753,0.45,0
2632,892,0.02,1.12e-06,0.274,0.0,2
1836,564,0.13,1.73e-05,0.836,0.17,1
3028,687,0.000108,0.0241,0.371,0.0,3
8159,2361,0.508,0.0194,0.776,0.0,8
5046,1544,0.0198,0.0,0.68,0.5700000000000001,5
867,68,0.992,0.952,0.433,0.49,0
3986,1125,0.145,0.565,0.311,0.59,4
4646,1316,0.729,0.896,0.0929,0.41,4
767,98,0.888,0.000382,0.12,0.6,0
883,197,0.642,0.0,0.403,0.26,0
6733,1956,0.000124,0.208,0.0396,0.17,6
311,128,0.798,0.00304,0.19,0.53,0
1546,391,0.339,0.0589,0.85,0.18,1
4166,1170,0.904,0.783,0.128,0.53,4
5860,1771,0.104,0.357,0.0395,0.49,6
4733,1425,0.939,0.558,0.707,0.25,4
541,103,0.00323,0.0,0.4,0.29,0
7489,2241,0.0787,0.956,0.967,0.2,7
7721,2158,0.788,0.377,0.827,0.2,7
708,253,0.791,0.0,0.501,0.51,0
2600,888,0.00394,0.000104,0.158,0.0,2
5398,1644,0.0333,0.0,0.26,0.49,5
1127,343,0.587,0.0,0.249,0.3,1
329,137,0.24,0.0,0.872,0.59,0
3476,1069,0.136,0.0,0.699,0.0,3
910,47,0.356,2.23e-06,0.634,0.26,0
1819,532,0.224,0.857,0.715,0.17,1
5588,1542,0.737,0.535,0.113,0.48,5
7169,2052,0.563,0.00185,0.74,0.23,7
3575,1080,0.0522,0.0,0.697,0.0,3
1711,397,0.162,6.58e-05,0.614,0.2,1
456,10,0.279,0.0,0.301,0.32,0
5381,1486,0.821,0.888,0.197,0.43,5
4783,1185,0.872,0.926,0.787,0.53,4
4097,1130,0.955,0.117,0.283,0.58,4
8213,2387,0.335,0.0259,0.188,0.54,8
1323,344,0.0799,1.27e-06,0.883,0.22,1
972,197,0.566,0.0,0.618,0.26,0
2489,757,0.139,0.0,0.314,0.49,2
2024,696,0.0129,0.0,0.0681,0.81,2
1913,458,0.0805,0.00972,0.705,0.17,1
1681,595,0.0132,0.897,0.887,0.17,1
986,331,0.281,0.0,0.483,0.44,1
5366,1527,0.795,0.902,0.44,0.46,5
7163,2046,0.117,0.00293,0.791,0.24,7
2199,706,0.00609,0.000157,0.715,0.0,2
8498,2505,0.583,0.0,0.445,0.0,8
7979,2303,0.881,3.59e-05,0.949,0.0,8
1188,404,0.312,0.00807,0.883,0.25,1
4292,1134,0.995,0.921,0.416,0.58,4
2575,681,0.0193,8.59e-06,0.73,0.78,2
2302,772,0.892,1.33e-06,0.502,0.0,2
886,302,0.0328,0.0,0.586,0.26,0
6614,1869,1.16e-06,0.907,0.14,0.18,6
296,95,0.126,0.000906,0.903,0.36,0
4149,1174,0.987,0.866,0.416,0.5700000000000001,4
3554,804,0.0289,0.0,0.183,0.67,3
826,19,0.485,0.0,0.369,0.61,0
3179,1045,2.35e-05,0.000875,0.212,0.0,3
342,143,0.59,0.0,0.644,0.33,0
4846,1458,0.121,0.0,0.849,0.7000000000000001,5
1782,441,0.148,0.0,0.738,0.17,1
5423,1534,0.0152,0.0,0.821,0.53,5
7901,2299,0.937,0.0,0.599,0.0,8
3240,714,0.000794,0.0865,0.506,0.0,3
199,24,0.188,0.0,0.336,0.61,0
120,54,0.835,0.108,0.612,0.54,0
6304,1778,0.000104,0.236,0.185,0.19,6
6516,1884,3.61e-05,0.44,0.104,0.17,6
4829,1443,0.97,0.935,0.0787,0.06,4
1501,530,0.35,0.00915,0.961,0.19,1
6290,1942,0.0,0.849,0.195,0.18,6
7576,2239,0.933,0.915,0.685,0.2,7
994,331,0.194,1.86e-06,0.676,0.43,1
711,213,0.701,9.73e-05,0.528,0.54,0
4348,1306,0.539,0.924,0.0693,0.44,4
2487,740,0.769,0.0001,0.693,0.49,2
8417,880,0.00655,0.00291,0.533,0.58,8
7969,2307,0.000443,0.0,0.576,0.65,8
4304,1291,0.849,1.75e-06,0.0797,0.52,4
8399,2467,0.0706,1.12e-05,0.397,0.0,8
1217,365,0.532,0.0,0.477,0.27,1
6441,1769,2.28e-05,0.385,0.224,0.41,6
552,125,0.466,6.52e-05,0.38,0.49,0
3906,882,0.00419,0.0,0.277,0.65,3
1469,335,0.119,3.42e-05,0.343,0.22,1
3700,673,0.0553,0.51,0.374,0.7000000000000001,3
1979,676,2.55e-05,0.000173,0.72,0.8300000000000001,2
4540,1367,0.723,0.129,0.057,0.47,4
4342,1138,0.909,0.855,0.078,0.42,4
6390,1960,2.06e-06,0.795,0.11,0.17,6
7694,2054,0.234,2.23e-06,0.862,0.2,7
4387,1321,0.99,0.968,0.0779,0.3,4
2686,920,0.132,0.168,0.345,0.47,2
66,33,0.896,0.0201,0.48,0.65,0
1417,351,0.853,0.0299,0.313,0.22,1
3896,879,0.0329,0.0,0.798,0.36,3
7938,2303,0.881,3.59e-05,0.949,0.0,8
5584,1701,0.454,0.0,0.786,0.45,5
7480,2206,0.49,0.000576,0.71,0.22,7
8022,2316,0.00255,5.69e-05,0.564,0.77,8
6848,2047,0.677,5.99e-05,0.684,0.31,7
5526,1585,0.251,0.446,0.219,0.5,5
1716,395,0.00179,0.804,0.684,0.19,1
6911,2082,0.0361,0.031,0.254,0.29,7
6415,1908,0.00123,0.906,0.0377,0.17,6
314,130,0.817,0.0,0.599,0.26,0
4548,1174,0.988,0.953,0.0757,0.5,4
5898,1783,0.000481,0.754,0.107,0.22,6
1731,606,0.135,0.0,0.722,0.18,1
6377,1924,0.0343,0.519,0.11,0.19,6
4649,1402,0.015,0.000108,0.229,0.5,4
2784,958,0.0218,3.65e-05,0.666,0.46,2
7985,2303,0.881,3.59e-05,0.949,0.01,8
3100,1034,0.447,0.0019,0.296,0.62,3
7771,2290,0.624,1.83e-05,0.526,0.0,8
8177,2370,0.00134,1.15e-06,0.399,0.58,8
3069,685,0.000901,0.0,0.66,0.0,3
905,37,0.758,2.69e-06,0.192,0.39,0
7093,2087,0.258,0.00233,0.66,0.25,7
4758,1430,0.737,0.00152,0.0734,0.5,4
2179,740,0.0556,5.75e-06,0.835,0.55,2
33,18,0.782,0.000225,0.202,0.0,0
3603,1042,0.0243,0.0,0.326,0.0,3
4615,1300,0.983,0.952,0.183,0.52,4
7885,2293,0.733,0.0,0.836,0.0,8
4270,1185,0.993,0.768,0.0571,0.62,4
4147,1161,0.991,0.922,0.253,0.49,4
2077,676,0.00016,0.00161,0.539,0.79,2
7538,2071,0.734,0.000928,0.115,0.24,7
4888,1458,0.0674,0.0,0.562,0.63,5
2894,865,0.0719,1.67e-06,0.465,0.45,2
3568,1078,2.44e-05,0.049,0.242,0.0,3
602,36,0.812,0.0,0.238,0.51,0
8317,2436,0.316,0.000146,0.452,0.51,8
7557,2131,0.238,0.000265,0.814,0.21,7
400,86,0.943,0.0,0.105,0.49,0
4004,1150,0.991,0.908,0.0542,0.73,4
3542,694,0.0529,0.0521,0.857,0.7000000000000001,3
739,144,0.00145,0.000273,0.286,0.27,0
2092,710,0.248,0.0,0.717,0.0,2
5347,1464,0.00261,1.08e-05,0.407,0.21,5
7348,2216,0.801,6.86e-06,0.533,0.23,7
6654,1810,6.54e-06,0.0671,0.058,0.18,6
4927,1464,0.0101,0.0,0.784,0.68,5
469,40,0.656,0.000327,0.485,0.6,0
1686,347,0.0186,0.053,0.902,0.51,1
2252,759,0.00512,0.0996,0.548,0.02,2
4176,1130,0.963,0.000824,0.222,0.51,4
8403,2379,0.00776,0.0,0.414,0.38,8
4316,1135,0.0376,0.665,0.215,0.59,4
4239,1264,0.99,0.927,0.0374,0.55,4
8160,2301,0.689,0.000195,0.611,0.71,8
4435,1300,0.862,0.898,0.0742,0.53,4
6968,2047,0.168,5.74e-05,0.278,0.26,7
4588,1130,0.894,0.209,0.488,0.46,4
8188,2374,0.12,0.0,0.721,0.4,8
5659,1450,0.0533,7.52e-05,0.541,0.5,5
5773,1759,0.189,0.000103,0.788,0.47,5
6498,1981,2.96e-05,0.918,0.563,0.17,6
3768,1100,0.00231,0.00074,0.127,0.0,3
8404,2314,0.057,0.000367,0.375,0.5,8
7516,2234,0.515,0.0,0.61,0.0,7
7369,2044,0.666,1.19e-06,0.499,0.23,7
3440,759,0.000298,2.96e-06,0.409,0.0,3
3296,734,0.00301,0.0,0.725,0.8,3
5290,1455,0.00694,0.0,0.611,0.53,5
5976,1849,2.3e-06,0.788,0.0393,0.2,6
6818,2061,0.887,1.38e-06,0.301,0.0,7
2699,925,0.0243,0.604,0.0449,0.0,2
1422,355,0.528,0.0,0.964,0.21,1
7276,2178,0.89,0.00499,0.622,0.24,7
7604,2048,0.711,0.0221,0.437,0.2,7
4572,1376,0.0298,0.875,0.18,0.43,4
7840,2293,0.785,0.0,0.338,0.0,8
7795,2295,0.437,0.0,0.906,0.0,8
3559,786,0.233,0.0,0.236,0.01,3
367,1,0.795,0.0,0.549,0.38,0
7674,2210,0.332,0.00527,0.761,0.19,7
4283,1147,0.671,0.000338,0.197,0.23,4
3242,714,0.00177,0.108,0.218,0.02,3
8011,2303,0.881,3.59e-05,0.949,0.0,8
6635,2012,0.00987,0.000366,0.217,0.38,6
2581,882,0.00419,0.0,0.277,0.65,2
7399,2048,0.472,0.00593,0.602,0.21,7
3848,878,0.0217,1.08e-06,0.251,0.73,3
7697,2164,0.861,2.56e-06,0.36,0.19,7
2566,694,0.00527,0.00162,0.0398,0.65,2
4657,1404,0.652,0.00261,0.284,0.53,4
3455,783,0.682,0.0,0.0797,0.75,3
548,87,0.719,0.0,0.331,0.53,0
8370,2349,0.0194,0.0,0.589,0.51,8
4082,1160,0.975,0.402,0.11,0.62,4
6265,1771,9.04e-06,0.115,0.202,0.46,6
3704,698,0.00261,0.000512,0.626,0.67,3
4444,1343,0.978,0.894,0.0674,0.5700000000000001,4
4859,1469,0.00141,0.928,0.0786,0.58,5
5826,1786,0.000496,0.000334,0.236,0.25,6
5828,1787,9.66e-06,0.398,0.398,0.52,6
968,327,0.0167,0.0326,0.549,0.25,0
8440,2485,0.491,5.08e-05,0.777,0.5700000000000001,8
132,7,0.369,0.0,0.79,0.22,0
5420,1466,0.0701,0.0,0.941,0.51,5
5895,1820,0.00375,0.202,0.0572,0.34,6
1143,388,0.258,8.17e-05,0.464,0.27,1
1430,506,0.222,0.0,0.867,0.2,1
8347,2450,0.572,1.87e-05,0.374,0.0,8
8052,813,0.665,0.000178,0.562,0.01,8
4216,1254,0.854,9.5e-06,0.21,0.59,4
4105,1199,0.991,0.891,0.097,0.62,4
1049,353,0.138,0.067,0.837,0.35,1
8294,2425,0.00257,0.00181,0.961,0.72,8
1850,573,0.0462,0.0775,0.591,0.16,1
4064,1181,0.939,0.831,0.613,0.0,4
4956,1509,0.00138,5.92e-05,0.157,0.58,5
2898,855,0.0296,0.0872,0.336,0.45,2
7726,2163,0.82,0.765,0.652,0.2,7
4514,1266,0.976,0.954,0.394,0.51,4
196,83,0.1,0.316,0.857,0.0,0
7157,2165,0.632,0.772,0.399,0.23,7
2217,741,0.229,0.0,0.3,0.75,2
8084,2334,0.449,0.0,0.915,0.0,8
811,45,0.921,0.0,0.328,0.49,0
1036,347,0.0751,0.835,0.321,0.64,1
5974,1842,2.99e-06,0.915,0.165,0.2,6
8263,2414,0.00462,4.77e-05,0.722,0.6,8
4248,1267,0.839,0.965,0.478,0.11,4
4903,1468,0.78,0.0,0.791,0.67,5
3322,756,7.21e-05,0.682,0.412,0.0,3
5735,1678,0.0106,0.0,0.578,0.32,5
2563,694,0.177,0.0152,0.518,0.64,2
3252,1050,0.0641,0.000121,0.611,0.66,3
630,233,0.612,5.08e-06,0.451,0.27,0
7064,2078,0.627,8.16e-05,0.829,0.27,7
6397,1865,8.45e-06,0.883,0.118,0.18,6
3456,694,0.000254,0.000378,0.526,0.73,3
7595,2078,0.26,1.21e-06,0.91,0.22,7
5572,1585,0.35,0.45,0.382,0.54,5
3922,872,0.0117,0.0,0.625,0.0,3
2412,819,0.025,0.0,0.452,0.0,2
6132,1780,1.14e-05,0.776,0.296,0.2,6
1138,353,0.0417,0.0,0.715,0.3,1
2715,933,0.0112,1.61e-05,0.0736,0.64,2
8489,2505,0.583,0.0,0.445,0.0,8
8019,2315,0.00516,0.0,0.626,0.75,8
4695,1416,0.986,0.835,0.179,0.25,4
4841,1454,0.0174,0.000451,0.502,0.6,5
5865,1771,1.27e-05,0.000862,0.156,0.51,6
1004,331,0.0528,0.0,0.657,0.37,1
4517,1248,0.733,0.762,0.182,0.27,4
6319,1851,0.0321,0.836,0.154,0.18,6
1279,436,0.015,0.000121,0.96,0.27,1
5379,1527,0.761,0.787,0.389,0.44,5
5978,1836,1.16e-05,0.899,0.167,0.2,6
8376,2289,0.649,0.129,0.485,0.48,8
1475,519,0.372,0.0,0.879,0.41,1
4693,1278,0.165,0.922,0.46,0.51,4
1115,344,0.733,3.13e-06,0.885,0.31,1
7806,2293,0.575,0.0,0.877,0.0,8
6871,2048,0.526,0.0015,0.746,0.32,7
7708,2109,0.333,0.171,0.465,0.22,7
2476,678,0.0621,0.0,0.588,0.59,2
3144,701,0.101,2.83e-05,0.257,0.0,3
1083,364,0.297,0.862,0.62,0.03,1
7858,2293,0.764,0.0,0.639,0.0,8
1777,618,0.687,0.599,0.862,0.17,1
2072,694,0.000363,1.75e-05,0.381,0.71,2
845,290,0.944,0.0,0.328,0.45,0
3313,1019,0.598,0.0,0.312,0.0,3
957,17,0.782,0.0,0.337,0.52,0
8182,2294,0.684,1.62e-05,0.535,0.76,8
5829,1769,0.00457,9.26e-06,0.0386,0.48,6
2128,727,0.461,0.0,0.205,0.0,2
5787,1456,0.158,0.689,0.436,0.5,5
2649,905,0.146,0.000371,0.921,0.0,2
3876,854,0.0109,0.0,0.899,0.0,3
3021,1020,0.0346,0.0,0.421,0.01,3
4280,1227,0.931,0.949,0.0867,0.54,4
2260,759,8.55e-05,0.000141,0.558,0.0,2
5426,1495,0.217,0.934,0.345,0.42,5
4522,1141,0.132,0.875,0.0457,0.52,4
1593,567,0.268,0.134,0.602,0.18,1
2586,883,0.542,2.5e-06,0.187,0.02,2
2310,775,0.518,0.000181,0.45,0.0,2
5059,1548,0.0477,0.0,0.269,0.56,5
6768,1932,4.57e-05,0.0222,0.315,0.17,6
143,7,0.532,0.0,0.36,0.18,0
7605,2261,0.613,2.3e-06,0.745,0.2,7
7433,2049,0.636,0.0218,0.336,0.22,7
7684,2060,0.0216,0.000133,0.521,0.23,7
5301,1477,0.158,0.634,0.0745,0.44,5
226,10,0.0318,0.0,0.374,0.55,0
7239,2188,0.0938,0.00126,0.849,0.24,7
7593,2106,0.93,7.97e-06,0.754,0.21,7
1180,333,0.289,0.0528,0.792,0.3,1
7154,2090,0.0901,6.15e-06,0.897,0.25,7
3477,766,0.0629,0.0,0.78,0.0,3
5074,1551,0.0384,0.0,0.642,0.59,5
5285,1613,0.0251,0.000336,0.158,0.49,5
6942,2051,0.622,0.000902,0.542,0.28,7
5664,1728,0.0957,0.0,0.637,0.44,5
3019,1020,0.217,0.0,0.457,0.03,3
1761,518,0.452,0.852,0.843,0.19,1
8249,2407,0.275,0.0,0.864,0.39,8
3940,1128,0.923,0.0253,0.189,0.72,4
277,3,0.939,0.0,0.147,0.54,0
490,22,0.15,1.81e-06,0.725,0.63,0
3737,694,0.0438,0.108,0.846,0.71,3
3386,746,0.0618,0.0,0.749,0.0,3
4224,1146,0.89,0.901,0.156,0.54,4
3331,729,0.181,1.98e-06,0.263,0.01,3
1166,333,0.026,0.00122,0.671,0.3,1
921,233,0.782,4.54e-05,0.537,0.24,0
4719,1422,0.692,0.73,0.122,0.36,4
112,50,0.182,2.08e-05,0.29,0.63,0
439,95,0.0304,1.99e-05,0.885,0.67,0
4931,1456,0.242,0.0,0.411,0.65,5
4258,1271,0.936,0.545,0.0627,0.42,4
7947,2303,0.881,3.59e-05,0.949,0.0,8
5321,1626,0.00387,2.39e-06,0.455,0.55,5
4544,1170,0.557,0.964,0.31,0.36,4
2467,673,0.0213,0.165,0.318,0.7000000000000001,2
7033,2049,0.198,0.0064,0.611,0.26,7
16,15,0.827,4.03e-06,0.414,0.56,0
5357,1464,0.0571,0.0,0.357,0.2,5
7632,2077,0.838,2.11e-05,0.833,0.22,7
6738,1944,0.175,0.873,0.121,0.16,6
6761,1999,3.31e-06,0.84,0.151,0.16,6
6792,2047,0.599,7.24e-05,0.84,0.35,7
2985,688,0.00223,0.0,0.299,0.0,3
3274,679,0.00162,0.00177,0.629,0.0,3
8018,2314,0.0183,0.0,0.446,0.73,8
2029,699,0.831,0.0,0.388,0.01,2
7641,2073,0.752,0.0416,0.904,0.21,7
4380,1316,0.171,0.838,0.038,0.45,4
659,200,0.874,0.0,0.518,0.51,0
3454,1065,0.55,0.0,0.681,0.0,3
3742,844,0.00327,0.00904,0.344,0.71,3
5203,1477,0.384,0.759,0.148,0.45,5
5947,1797,0.00284,0.189,0.462,0.45,6
7850,2293,0.768,0.0,0.866,0.0,8
4683,1199,0.963,0.908,0.0347,0.5,4
3728,835,0.0715,0.000121,0.378,0.0,3
1215,414,0.116,0.734,0.962,0.25,1
593,151,0.901,0.0,0.373,0.5,0
5579,1477,0.38,0.934,0.158,0.38,5
5364,1524,0.00029,0.00255,0.332,0.49,5
4601,1387,0.987,0.882,0.0824,0.5700000000000001,4
3489,798,0.0753,0.0,0.735,0.0,3
4969,1518,0.287,0.856,0.127,0.6,5
374,32,0.757,9.28e-06,0.264,0.51,0
3923,888,0.00394,0.000104,0.158,0.0,3
1226,417,0.0585,0.000707,0.655,0.27,1
7113,2076,0.779,1.91e-05,0.627,0.28,7
5380,1638,0.00614,0.0,0.281,0.44,5
6507,1835,0.0302,0.434,0.175,0.17,6
3162,697,0.0039,0.118,0.278,0.84,3
5995,1798,0.315,0.946,0.235,0.09,6
647,134,0.846,4.99e-05,0.31,0.53,0
6933,2051,0.614,0.693,0.401,0.27,7
3730,828,0.176,0.0,0.778,0.0,3
8115,2348,0.00315,0.00442,0.148,0.32,8
7063,2059,0.708,6.45e-06,0.167,0.28,7
4613,1134,0.985,0.923,0.0395,0.49,4
6765,1984,0.00011,0.962,0.129,0.17,6
2437,827,0.000373,0.0172,0.273,0.5,2
2285,766,0.00537,0.0,0.604,0.03,2
1567,556,0.382,0.000813,0.569,0.19,1
3254,1018,0.0747,0.0,0.698,0.58,3
7803,2294,0.0631,0.0,0.942,0.0,8
220,90,0.791,0.0,0.3,0.44,0
6454,1826,1.33e-06,0.836,0.0395,0.16,6
1595,359,0.0785,0.712,0.689,0.19,1
290,58,0.694,0.0,0.321,0.5700000000000001,0
3784,1022,0.0253,0.0,0.525,0.76,3
1204,331,0.742,8.49e-06,0.697,0.24,1
6578,2001,7.09e-06,0.621,0.607,0.17,6
4373,1128,0.866,0.0,0.323,0.52,4
6043,1853,6.99e-06,0.703,0.246,0.44,6
1030,331,0.73,0.0126,0.978,0.36,1
5050,1515,0.016,1.19e-06,0.561,0.59,5
7950,2302,0.384,7.36e-05,0.448,0.0,8
3767,1100,0.00231,0.00074,0.127,0.01,3
4347,1188,0.912,0.74,0.0395,0.5,4
8401,2382,0.0649,0.0,0.498,0.35,8
3311,1019,0.598,0.0,0.312,0.0,3
5054,1545,0.813,0.748,0.122,0.63,5
5545,1456,0.11,0.0,0.438,0.52,5
86,29,0.00502,2.1e-05,0.758,0.7000000000000001,0
7748,2061,0.0672,0.0,0.338,0.2,7
1010,331,0.268,0.00369,0.952,0.37,1
2283,765,5.72e-06,0.000756,0.331,0.05,2
4849,1461,0.0186,0.0,0.314,0.6900000000000001,5
5694,1575,0.206,0.0,0.765,0.34,5
6094,1888,0.00124,0.0735,0.541,0.2,6
7422,2206,0.51,0.0297,0.443,0.23,7
5765,1639,0.15,0.0,0.501,0.52,5
3185,728,0.0039,0.657,0.101,0.02,3
5593,1703,1.03e-05,0.253,0.435,0.35,5
6235,1797,0.00751,0.8,0.139,0.43,6
1553,365,0.529,0.0,0.485,0.21,1
4133,1160,0.862,0.926,0.146,0.6,4
5709,1741,0.964,0.897,0.684,0.42,5
6090,1886,0.00714,0.526,0.198,0.39,6
5137,1539,0.0117,0.527,0.122,0.45,5
5855,1800,0.000388,0.135,0.0375,0.23,6
5730,1750,0.957,0.955,0.26,0.45,5
7542,2071,0.419,0.0,0.201,0.24,7
4987,1468,0.0343,0.0,0.313,0.6,5
3003,677,0.579,0.000333,0.337,0.78,3
7499,2071,0.853,7.28e-06,0.244,0.24,7
7621,2114,0.854,0.0436,0.334,0.54,7
7365,2128,0.463,0.0,0.65,0.22,7
7974,2309,0.000837,0.019,0.748,0.01,8
6102,1890,1.45e-05,0.467,0.297,0.19,6
7285,2071,0.266,0.00353,0.793,0.26,7
8103,2343,0.833,2.75e-06,0.77,0.0,8
7196,2078,0.0981,3.82e-06,0.548,0.25,7
5358,1464,0.642,0.000185,0.458,0.23,5
4734,1426,0.722,0.976,0.0349,0.25,4
3253,1018,0.213,2.24e-06,0.18,0.55,3
8257,2412,0.301,0.0159,0.833,0.0,8
540,208,0.818,0.0,0.311,0.3,0
3126,1016,0.0364,0.0,0.547,0.0,3
2868,987,0.000148,0.372,0.466,0.6900000000000001,2
5651,1725,0.347,1.43e-05,0.232,0.33,5
5567,1539,0.0351,0.159,0.06,0.36,5
4184,1242,0.706,8.46e-05,0.135,0.54,4
1337,382,0.503,0.00107,0.695,0.12,1
7394,2060,0.023,1.74e-05,0.716,0.25,7
2364,673,0.047,0.0328,0.346,0.68,2
3260,727,0.461,0.0,0.205,0.0,3
567,216,0.933,0.829,0.49,0.37,0
1457,344,0.0521,0.0,0.967,0.19,1
2954,673,0.0484,0.000417,0.37,0.86,3
3070,685,0.000901,0.0,0.66,0.0,3
2543,871,0.553,0.0,0.594,0.0,2
1498,331,0.00323,0.875,0.872,0.19,1
6321,1791,0.0117,0.534,0.377,0.2,6
3954,1131,0.449,2.1e-06,0.548,0.43,4
3697,1018,0.03,0.0,0.427,0.68,3
3679,796,0.715,0.000742,0.326,0.0,3
3152,1040,0.267,0.0,0.22,0.65,3
6088,1793,4.68e-05,0.852,0.0677,0.19,6
5459,1664,0.56,0.0,0.593,0.35,5
3235,728,0.0039,0.657,0.101,0.0,3
7893,2293,0.939,0.000156,0.107,0.0,8
3483,795,0.0908,1.46e-05,0.329,0.0,3
6234,1928,1.03e-05,0.737,0.037,0.37,6
8474,2498,0.897,2.63e-06,0.648,0.01,8
4483,1160,0.954,0.961,0.0992,0.49,4
2184,706,0.0327,0.0,0.945,0.0,2
5934,1793,0.000116,0.222,0.119,0.21,6
4321,1278,0.0201,0.923,0.118,0.59,4
3669,810,0.0286,4.66e-05,0.347,0.0,3
2247,758,7.92e-05,0.0671,0.324,0.0,2
547,1,0.423,0.0,0.38,0.32,0
1109,334,0.00049,0.0616,0.673,0.32,1
459,55,0.669,0.0278,0.217,0.51,0
3485,774,0.159,0.0,0.35,0.0,3
7420,2210,0.491,0.00227,0.874,0.21,7
1661,425,0.302,8.49e-05,0.536,0.18,1
7753,2082,0.248,0.014,0.371,0.21,7
2578,881,0.143,5.07e-06,0.317,0.72,2
8494,899,0.0873,0.0568,0.244,0.37,8
2779,938,0.352,0.0,0.657,0.45,2
7782,2294,0.35,0.0,0.856,0.0,8
354,7,0.0384,0.0,0.746,0.21,0
5019,1486,0.949,0.92,0.427,0.59,5
3596,825,0.458,0.0,0.455,0.67,3
